date,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2017-02-08,8.0548,200,200,0.192698,2.451,8.0548,"Feb 8, 17",0.15931432519178465
2017-02-15,7.8139,5000,5000,-0.240873,-2.99,7.8139,"Feb 15, 17",0.12464197815167181
2017-02-16,8.4787,6100,6100,0.66481,8.508,8.4683,"Feb 16, 17",0.22032556599835926
2017-02-17,8.5654,6000,6000,0.086714,1.023,8.5654,"Feb 17, 17",0.23280415665165025
2017-02-22,8.5558,150,150,-0.009635,-0.112,8.5558,"Feb 22, 17",0.23142244419177016
2017-02-24,8.5462,878,878,-0.009635,-0.113,8.5462,"Feb 24, 17",0.23004073173189035
2017-02-27,8.4787,200,200,-0.067444,-0.789,8.4787,"Feb 27, 17",0.22032556599835926
2017-03-02,8.0644,2703,2703,-0.414301,-4.886,8.0644,"Mar 2, 17",0.16069603765166446
2017-03-06,7.6501,500,500,-0.414301,-5.137,7.6752,"Mar 6, 17",0.10106650930496991
2017-03-07,7.4671,14400,14400,-0.183064,-2.393,7.635,"Mar 7, 17",0.07472761553850812
2017-03-14,7.6212,7142,7142,0.154158,2.065,7.6212,"Mar 14, 17",0.09690697908720625
2017-03-15,7.6983,12200,12200,0.07708,1.011,7.8391,"Mar 15, 17",0.10800385728061716
2017-03-16,7.997,200,200,0.298682,3.88,7.9825,"Mar 16, 17",0.15099526475625732
2017-03-17,7.8814,800,800,-0.115619,-1.446,7.9488,"Mar 17, 17",0.13435714388520278
2017-03-20,8.3342,6600,6600,0.452841,5.746,8.3342,"Mar 20, 17",0.19952791490954094
2017-03-22,8.1897,600,600,-0.144524,-1.734,8.2218,"Mar 22, 17",0.17873026382072288
2017-03-24,7.8332,100,100,-0.356491,-4.353,7.8332,"Mar 24, 17",0.1274197959095554
2017-03-27,7.7754,1000,1000,-0.05781,-0.738,7.8361,"Mar 27, 17",0.1191007354740282
2017-03-28,7.7272,100,100,-0.048175,-0.62,7.7272,"Mar 28, 17",0.11216338749838083
2017-03-30,7.6501,100,100,-0.077078,-0.997,7.6501,"Mar 30, 17",0.10106650930496991
2017-03-31,8.0933,7650,7650,0.443205,5.793,7.9161,"Mar 31, 17",0.16485556786942812
2017-04-03,8.1897,100,100,0.096349,1.19,8.1897,"Apr 3, 17",0.17873026382072288
2017-04-04,8.4787,200,200,0.289048,3.529,8.4787,"Apr 4, 17",0.22032556599835926
2017-04-05,8.4305,100,100,-0.048175,-0.568,8.4305,"Apr 5, 17",0.213388218022712
2017-04-25,7.9488,100,100,-0.481746,-5.714,7.9488,"Apr 25, 17",0.14405791678061006
2017-05-15,8.0387,11100,11100,0.089862,1.131,8.0394,"May 15, 17",0.15699707825386097
2017-05-16,8.0387,1328,1328,0,0,8.0387,"May 16, 17",0.15699707825386097
2017-05-17,8.009,2218,2218,-0.029626,-0.369,8.0392,"May 17, 17",0.15272240533110734
2017-05-18,8.0782,4510,4510,0.069129,0.863,8.0421,"May 18, 17",0.16268224931274214
2017-05-22,9.1052,2412,2412,1.0271,12.714,8.9125,"May 22, 17",0.31049669684365067
2017-05-24,8.6608,573,573,-0.444398,-4.881,8.6608,"May 24, 17",0.24653492422170734
2017-05-26,9.1842,17650,17650,0.523402,6.043,9.1638,"May 26, 17",0.32186703896141294
2017-05-30,9.283,8500,8500,0.098755,1.075,9.283,"May 30, 17",0.3360871630276774
2017-05-31,9.3324,399,399,0.049378,0.532,8.8365,"May 31, 17",0.34319722506080974
2017-06-01,9.4509,25900,25900,0.118507,1.27,9.4398,"Jun 1, 17",0.3602527382374532
2017-06-02,9.3916,63200,63200,-0.059254,-0.627,9.3632,"Jun 2, 17",0.35171778523006964
2017-06-05,9.3126,250,250,-0.079004,-0.841,9.3126,"Jun 5, 17",0.34034744311230736
2017-06-06,9.3422,377,377,0.029626,0.318,9.3422,"Jun 6, 17",0.3446077231969373
2017-06-08,9.2139,6500,6500,-0.12838,-1.374,9.1619,"Jun 8, 17",0.3261417118841666
2017-06-09,8.8208,593,593,-0.393047,-4.266,8.8491,"Jun 9, 17",0.26956346521970675
2017-06-15,9.0558,200,200,0.235037,2.665,9.0558,"Jun 15, 17",0.3033866348105183
2017-06-16,9.0756,19900,19900,0.019752,0.218,9.0758,"Jun 16, 17",0.3062364167590207
2017-06-20,8.7655,600,600,-0.310091,-3.417,8.7655,"Jun 20, 17",0.2616042257372731
2017-06-28,8.327,600,600,-0.438473,-5.002,8.327,"Jun 28, 17",0.19849163056463107
2017-06-30,8.4436,500,500,0.116531,1.399,8.4436,"Jun 30, 17",0.21527367981692314
2017-07-06,8.3152,100,100,-0.128381,-1.52,8.3152,"Jul 6, 17",0.19679327566602875
2017-07-07,8.1275,100,100,-0.187635,-2.257,8.1275,"Jul 7, 17",0.1697779185077505
2017-07-17,8.4633,375,375,0.335768,4.131,8.4633,"Jul 17, 17",0.21810906892730186
2017-07-18,8.8386,11966,11966,0.375269,4.434,8.377,"Jul 18, 17",0.2721253904057341
2017-07-20,9.0361,3500,3500,0.19751,2.235,9.0361,"Jul 20, 17",0.3005512457001396
2017-07-25,8.6806,4400,4400,-0.355519,-3.934,8.6862,"Jul 25, 17",0.24938470617020977
2017-07-26,8.809,2200,2200,0.128382,1.479,8.7959,"Jul 26, 17",0.26786511032110416
2017-08-04,9.7274,3900,3900,0.918422,10.426,9.6134,"Aug 4, 17",0.4000489356496207
2017-08-07,9.8163,17610,17610,0.08888,0.914,9.6371,"Aug 7, 17",0.4128441687416342
2017-08-10,9.7768,250,250,-0.039502,-0.402,9.7768,"Aug 10, 17",0.4071589976827531
2017-08-14,10.1718,1500,1500,0.39502,4.04,10.1487,"Aug 14, 17",0.46401070827156404
2017-08-21,11.1593,200,200,0.987551,9.709,11.0704,"Aug 21, 17",0.6061399847435917
2017-08-22,10.9618,19500,19500,-0.197509,-1.77,10.9618,"Aug 22, 17",0.5777141294491862
2017-08-25,11.0902,2600,2600,0.128381,1.171,11.0503,"Aug 25, 17",0.5961945336000806
2017-08-28,11.0803,100,100,-0.009876,-0.089,11.0803,"Aug 28, 17",0.5947696426258293
2017-08-30,10.8631,24100,24100,-0.217261,-1.961,10.7467,"Aug 30, 17",0.5635083982210451
2017-08-31,10.8236,600,600,-0.039502,-0.364,10.8351,"Aug 31, 17",0.5578232271621643
2017-09-01,10.9914,100,100,0.167884,1.551,10.9914,"Sep 1, 17",0.5819744095338161
2017-09-05,10.9914,5600,5600,0,0,,"Sep 5, 17",0.5819744095338161
2017-09-07,11.0408,10380,10380,0.049378,0.449,11.0408,"Sep 7, 17",0.5890844715669484
2017-09-08,11.5029,10300,10300,0.462074,4.185,11.5029,"Sep 8, 17",0.6555937765367954
2017-09-11,10.7149,656,656,-0.787967,-6.85,10.7149,"Sep 11, 17",0.5421782121216483
2017-09-12,11.505,69100,69100,0.790042,7.373,11.6645,"Sep 12, 17",0.6558960261373942
2017-09-13,11.6531,2200,2200,0.148132,1.288,11.6531,"Sep 13, 17",0.6772118193986674
2017-09-19,11.979,2600,2600,0.325892,2.797,11.9741,"Sep 19, 17",0.7241180788439672
2017-09-20,11.7716,22482,22482,-0.207386,-1.731,11.7332,"Sep 20, 17",0.6942673325753105
2017-09-22,11.6037,5000,5000,-0.167883,-1.426,11.6037,"Sep 22, 17",0.670101757365535
2017-09-25,11.5148,1000,1000,-0.08888,-0.766,11.5148,"Sep 25, 17",0.6573065242735214
2017-09-28,11.584,5000,5000,0.069129,0.6,11.4084,"Sep 28, 17",0.6672663682551563
2017-10-02,11.584,19,19,0,0,,"Oct 2, 17",0.6672663682551563
2017-10-04,11.9099,200,200,0.325891,2.813,11.8259,"Oct 4, 17",0.7141726277004564
2017-10-05,12.2654,1930,1930,0.355519,2.985,12.0131,"Oct 5, 17",0.7653391672303862
2017-10-06,12.4234,1000,1000,0.158008,1.288,12.1261,"Oct 6, 17",0.7880798514659108
2017-10-09,12.4234,100,100,0,0,12.4234,"Oct 9, 17",0.7880798514659108
2017-10-10,12.532,700,700,0.10863,0.874,12.532,"Oct 10, 17",0.8037104736683027
2017-10-11,12.8283,200,200,0.296266,2.364,12.7394,"Oct 11, 17",0.8463564530289729
2017-10-12,12.9073,100,100,0.079004,0.616,12.9073,"Oct 12, 17",0.857726795146735
2017-10-16,13.1344,1210,1210,0.227136,1.76,13.1328,"Oct 16, 17",0.8904129305257703
2017-10-18,12.2456,1500,1500,-0.888795,-6.767,12.2604,"Oct 18, 17",0.7624893852818837
2017-10-19,11.8111,1500,1500,-0.434523,-3.548,11.8062,"Oct 19, 17",0.6999525036341917
2017-10-23,11.8111,50,50,0,0,,"Oct 23, 17",0.6999525036341917
2017-10-30,12.0481,100,100,0.237013,2.007,12.0481,"Oct 30, 17",0.7340635299874783
2017-11-03,12.0086,113,113,-0.039503,-0.328,12.0086,"Nov 3, 17",0.7283783589285971
2017-11-06,12.3444,1200,1200,0.335768,2.796,12.3444,"Nov 6, 17",0.7767095093481484
2017-11-07,12.3444,1000,1000,0,0,12.3444,"Nov 7, 17",0.7767095093481484
2017-11-09,12.374,3562,3562,0.029626,0.24,12.374,"Nov 9, 17",0.7809697894327784
2017-11-10,12.3049,300,300,-0.069129,-0.559,12.3049,"Nov 10, 17",0.7710243382892673
2017-11-14,11.5543,2100,2100,-0.750538,-6.1,11.6047,"Nov 14, 17",0.6629916953324025
2017-11-21,11.9889,2800,2800,0.434522,3.761,12.3751,"Nov 21, 17",0.7255429698182184
2017-11-24,11.3667,9300,9300,-0.622157,-5.189,11.3407,"Nov 24, 17",0.6359907310122483
2017-11-28,11.4556,26065,26065,0.08888,0.782,11.4704,"Nov 28, 17",0.6487859641042618
2017-11-30,9.9249,5450,5450,-1.5307,-13.362,10.6273,"Nov 30, 17",0.4284747909440262
2017-12-14,10.1689,471,471,0.244058,2.459,10.1689,"Dec 14, 17",0.46359331596597547
2017-12-19,11.4538,2031,2031,1.2848,12.635,11.6392,"Dec 19, 17",0.6485268930180342
2017-12-20,12.9776,4003,4003,1.5238,13.304,11.5235,"Dec 20, 17",0.8678449603477312
2017-12-21,13.1967,2348,2348,0.219117,1.688,13.1967,"Dec 21, 17",0.8993796686768665
2017-12-22,12.9975,1206,1206,-0.199197,-1.509,13.0649,"Dec 22, 17",0.8707091351343573
2017-12-26,13.0872,4481,4481,0.089638,0.69,12.3103,"Dec 26, 17",0.8836195109313605
2017-12-27,13.2864,182,182,0.199196,1.522,13.2864,"Dec 27, 17",0.91229004447387
2017-12-28,13.127,2590,2590,-0.159357,-1.199,13.127,"Dec 28, 17",0.8893478605046131
2017-12-29,11.9517,4608,4608,-1.1753,-8.953,12.4736,"Dec 29, 17",0.7201888340361837
2018-01-02,13.0274,746,746,1.0757,9,13.0317,"Jan 2, 18",0.8750125937333584
2018-01-03,12.9178,20548,20548,-0.109557,-0.841,12.3849,"Jan 3, 18",0.8592380431497287
2018-01-04,12.9378,4117,4117,0.019919,0.154,12.7721,"Jan 4, 18",0.8621166107744785
2018-01-05,12.5493,1355,1355,-0.388432,-3.002,12.5493,"Jan 5, 18",0.8062004346637115
2018-01-08,11.8024,12106,12106,-0.746984,-5.952,12.7292,"Jan 8, 18",0.6987003267174255
2018-01-09,12.9676,3210,3210,1.1653,9.873,12.7938,"Jan 9, 18",0.8664056765353559
2018-01-10,12.1509,13150,13150,-0.816703,-6.298,12.7217,"Jan 10, 18",0.7488593675786929
2018-01-11,12.5294,9121,9121,0.378472,3.115,12.5978,"Jan 11, 18",0.8033362598770853
2018-01-12,13.117,7460,7460,0.587627,4.69,12.8748,"Jan 12, 18",0.8879085766922381
2018-01-16,12.9477,15265,15265,-0.169316,-1.291,12.8832,"Jan 16, 18",0.8635415017487298
2018-01-17,13.2963,1130,1130,0.348593,2.692,13.1471,"Jan 17, 18",0.9137149354481211
2018-01-18,13.2764,1337,1337,-0.01992,-0.15,13.2647,"Jan 18, 18",0.910850760661495
2018-01-19,13.2963,2309,2309,0.01992,0.15,13.2688,"Jan 19, 18",0.9137149354481211
2018-01-22,13.6848,4635,4635,0.388431,2.921,13.4441,"Jan 22, 18",0.9696311115588883
2018-01-23,13.4358,2129,2129,-0.248994,-1.819,13.2326,"Jan 23, 18",0.9337929446307519
2018-01-24,13.4756,747,747,0.039839,0.297,13.5183,"Jan 24, 18",0.9395212942040042
2018-01-25,13.5852,4829,4829,0.109558,0.813,13.4553,"Jan 25, 18",0.9552958447876339
2018-01-26,13.615,374,374,0.029879,0.22,13.615,"Jan 26, 18",0.9595849105485111
2018-01-29,13.615,175,175,0,0,13.615,"Jan 29, 18",0.9595849105485111
2018-01-30,13.4457,17685,17685,-0.169316,-1.244,13.3221,"Jan 30, 18",0.935217835605003
2018-01-31,13.386,12316,12316,-0.059759,-0.444,13.2062,"Jan 31, 18",0.9266253112451244
2018-02-01,13.4358,653,653,0.049799,0.372,13.4272,"Feb 1, 18",0.9337929446307519
2018-02-02,13.1967,10094,10094,-0.239034,-1.779,12.973,"Feb 2, 18",0.8993796686768665
2018-02-05,12.9975,122528,122528,-0.199197,-1.509,13.0668,"Feb 5, 18",0.8707091351343573
2018-02-06,12.8979,21387,21387,-0.099598,-0.766,13.1012,"Feb 6, 18",0.8563738683631026
2018-02-07,12.9477,5120,5120,0.049799,0.386,13.0638,"Feb 7, 18",0.8635415017487298
2018-02-08,12.0513,11137,11137,-0.896381,-6.923,12.4041,"Feb 8, 18",0.7345241008074382
2018-02-09,12.1509,5797,5797,0.099598,0.826,12.545,"Feb 9, 18",0.7488593675786929
2018-02-12,12.3003,5872,5872,0.149397,1.23,12.1903,"Feb 12, 18",0.7703622677355748
2018-02-13,12.3203,2482,2482,0.019919,0.162,12.2994,"Feb 13, 18",0.7732408353603247
2018-02-14,12.6689,3262,3262,0.348593,2.829,12.5708,"Feb 14, 18",0.823414269059716
2018-02-15,12.7187,6164,6164,0.049799,0.393,12.7313,"Feb 15, 18",0.8305819024453432
2018-02-16,13.7943,1204,1204,1.0757,8.457,13.3116,"Feb 16, 18",0.9853912693043941
2018-02-20,14.0533,3157,3157,0.258955,1.877,14.0956,"Feb 20, 18",1.0226687200449058
2018-02-21,14.5015,8488,8488,0.44819,3.189,13.9298,"Feb 21, 18",1.0871774205155516
2018-02-22,14.6409,3365,3365,0.139437,0.962,14.611,"Feb 22, 18",1.1072410368600585
2018-02-23,14.0333,11158,11158,-0.607547,-4.15,13.5504,"Feb 23, 18",1.0197901524201558
2018-02-26,13.5354,258768,258768,-0.497989,-3.549,13.4173,"Feb 26, 18",0.9481282114020063
2018-02-27,13.1868,20823,20823,-0.348593,-2.575,13.1056,"Feb 27, 18",0.8979547777026152
2018-02-28,13.121,5586,5586,-0.065735,-0.498,13.1449,"Feb 28, 18",0.8884842902171881
2018-03-01,13.0274,800,800,-0.093622,-0.714,13.1158,"Mar 1, 18",0.8750125937333584
2018-03-06,13.2963,200,200,0.268915,2.064,13.2913,"Mar 6, 18",0.9137149354481211
2018-03-07,13.2565,3675,3675,-0.03984,-0.3,13.2252,"Mar 7, 18",0.9079865858748688
2018-03-08,14.0433,27206,27206,0.786824,5.935,13.8615,"Mar 8, 18",1.0212294362325307
2018-03-09,14.0433,3858,3858,0,0,14.0632,"Mar 9, 18",1.0212294362325307
2018-03-12,13.5652,2176,2176,-0.47807,-3.404,13.642,"Mar 12, 18",0.9524172771628839
2018-03-14,14.5513,1500,1500,0.986019,7.269,14.3819,"Mar 14, 18",1.0943450539011788
2018-03-15,14.2126,300,300,-0.338633,-2.327,14.0931,"Mar 15, 18",1.0455965111760388
2018-03-16,17.5292,22365,22365,3.3166,23.336,16.3579,"Mar 16, 18",1.5229493803883187
2018-03-19,18.5949,139024,139024,1.0657,6.08,18.8684,"Mar 19, 18",1.6763338562731183
2018-03-20,17.8479,5702,5702,-0.746984,-4.017,17.9868,"Mar 20, 18",1.5688193554887087
2018-03-21,19.1726,112100,112100,1.3247,7.422,18.7564,"Mar 21, 18",1.75948128211402
2018-03-22,19.2025,160546,160546,0.029878,0.156,19.1182,"Mar 22, 18",1.7637847407130212
2018-03-23,20.4674,24672,24672,1.2649,6.587,20.2437,"Mar 23, 18",1.9458397501403304
2018-03-26,20.5371,1364,1364,0.069719,0.341,20.5574,"Mar 26, 18",1.9558715583125834
2018-03-27,19.8897,35796,35796,-0.647386,-3.152,19.8668,"Mar 27, 18",1.8626923242994287
2018-03-28,19.8897,266660,266660,0,0,,"Mar 28, 18",1.8626923242994287
2018-03-29,19.8299,102150,102150,-0.059759,-0.3,19.8299,"Mar 29, 18",1.854085407101426
2018-04-02,20.7263,475,475,0.896381,4.52,20.3083,"Apr 2, 18",1.9831028080427178
2018-04-03,20.796,211704,211704,0.069719,0.336,20.3785,"Apr 3, 18",1.9931346162149712
2018-04-04,21.0749,108018,108018,0.278874,1.341,20.5019,"Apr 4, 18",2.033276241742109
2018-04-05,22.0908,29650,29650,1.0159,4.82,21.8045,"Apr 5, 18",2.179493084241282
2018-04-06,22.3498,15620,15620,0.258955,1.172,22.3249,"Apr 6, 18",2.216770534981793
2018-04-09,20.7263,176004,176004,-1.6234,-7.264,21.9364,"Apr 9, 18",1.9831028080427178
2018-04-10,21.2144,8814,8814,0.48803,2.355,21.1887,"Apr 10, 18",2.05335425092474
2018-04-11,20.9554,3900,3900,-0.258955,-1.221,21.01,"Apr 11, 18",2.0160768001842286
2018-04-12,20.9654,5483,5483,0.00996,0.048,20.9502,"Apr 12, 18",2.017516083996603
2018-04-16,20.9654,100000,100000,0,0,,"Apr 16, 18",2.017516083996603
2018-04-17,22.0609,117500,117500,1.0956,5.226,21.9813,"Apr 17, 18",2.1751896256422802
2018-04-18,22.0908,259260,259260,0.029879,0.135,22.0975,"Apr 18, 18",2.179493084241282
2018-04-19,22.4294,231006,231006,0.338633,1.533,22.1206,"Apr 19, 18",2.228227234128298
2018-04-20,22.4294,404,404,0,0,21.9956,"Apr 20, 18",2.228227234128298
2018-04-24,21.5928,440,440,-0.836622,-3.73,21.7995,"Apr 24, 18",2.1078167503850085
2018-04-25,22.4294,460,460,0.836622,3.875,22.3687,"Apr 25, 18",2.228227234128298
2018-04-26,23.2163,5980,5980,0.786823,3.508,22.7787,"Apr 26, 18",2.3414844773240837
2018-04-30,23.35,200,200,0.13373,0.576,23.35,"Apr 30, 18",2.360727701895537
2018-05-01,23.15,5546,5546,-0.2,-0.857,23.0207,"May 1, 18",2.331942025648037
2018-05-02,24.2,16054,16054,1.05,4.536,23.3271,"May 2, 18",2.4830668259474087
2018-05-03,23.5,6740,6740,-0.7,-2.893,23.7763,"May 3, 18",2.382316959081161
2018-05-04,23.49,9300,9300,-0.01,-0.043,23.2476,"May 4, 18",2.380877675268786
2018-05-07,22.06,5860,5860,-1.43,-6.088,21.9474,"May 7, 18",2.1750600900991666
2018-05-08,22.4,2498,2498,0.34,1.541,22.47,"May 8, 18",2.223995739719915
2018-05-09,23.81,13449,13449,1.41,6.295,23.8666,"May 9, 18",2.426934757264785
2018-05-10,23.74,8316,8316,-0.07,-0.294,24.1404,"May 10, 18",2.41685977057816
2018-05-11,24.31,17803,17803,0.57,2.401,24.1563,"May 11, 18",2.498898947883533
2018-05-14,24.71,48936,48936,0.4,1.645,24.4524,"May 14, 18",2.556470300378532
2018-05-15,25.04,14440,14440,0.33,1.335,25.4358,"May 15, 18",2.6039666661869054
2018-05-16,24.17,54286,54286,-0.87,-3.474,24.9157,"May 16, 18",2.478748974510284
2018-05-17,24.06,8400,8400,-0.11,-0.455,24.311,"May 17, 18",2.4629168525741587
2018-05-18,24.43,3150,3150,0.37,1.538,24.4313,"May 18, 18",2.516170353632033
2018-05-21,25.4,44741,44741,0.97,3.971,25.0201,"May 21, 18",2.6557808834324037
2018-05-22,23.68,2209,2209,-1.72,-6.772,23.9399,"May 22, 18",2.4082240677039106
2018-05-23,23.52,400,400,-0.16,-0.676,23.475,"May 23, 18",2.3851955267059113
2018-05-24,24.94,6798,6798,1.42,6.037,24.9277,"May 24, 18",2.589573828063156
2018-05-25,24.035,4796,4796,-0.905,-3.629,24.0948,"May 25, 18",2.459318643043222
2018-05-29,23.24,5943,5943,-0.795,-3.308,22.9484,"May 29, 18",2.344895579959412
2018-05-30,22.71,1506,1506,-0.53,-2.281,23.2661,"May 30, 18",2.2686135379035393
2018-05-31,22.69,900,900,-0.02,-0.088,22.75,"May 31, 18",2.2657349702787895
2018-06-01,23.844,1366,1366,1.154,5.086,23.2244,"Jun 1, 18",2.43182832222686
2018-06-04,24.4,20300,20300,0.556,2.332,24.4,"Jun 4, 18",2.5118525021949076
2018-06-05,24.94,14481,14481,0.54,2.213,25.1646,"Jun 5, 18",2.589573828063156
2018-06-06,26.65,35625,35625,1.71,6.856,26.7568,"Jun 6, 18",2.835691359979274
2018-06-07,25.372,61157,61157,-1.278,-4.795,25.9093,"Jun 7, 18",2.6517508887577543
2018-06-08,24.01,6999,6999,-1.362,-5.368,24.746,"Jun 8, 18",2.4557204335122846
2018-06-11,23.5,261,261,-0.51,-2.124,23.6609,"Jun 11, 18",2.382316959081161
2018-06-12,24.66,19850,19850,1.16,4.936,24.323,"Jun 12, 18",2.549273881316657
2018-06-13,24.9,48000,48000,0.24,0.973,24.914,"Jun 13, 18",2.583816692813656
2018-06-14,25,35319,35319,0.1,0.402,24.5042,"Jun 14, 18",2.5982095309374054
2018-06-15,25.592,15508,15508,0.592,2.368,25.433,"Jun 15, 18",2.683415132630003
2018-06-18,24.61,608,608,-0.982,-3.837,24.5738,"Jun 18, 18",2.542077462254782
2018-06-19,23.5,126931,126931,-1.11,-4.51,23.6125,"Jun 19, 18",2.382316959081161
2018-06-20,23,216604,216604,-0.5,-2.128,22.8893,"Jun 20, 18",2.310352768462413
2018-06-21,23.2,100637,100637,0.2,0.87,23.462,"Jun 21, 18",2.339138444709912
2018-06-22,23.05,63357,63357,-0.15,-0.647,23.2964,"Jun 22, 18",2.317549187524288
2018-06-25,23.02,39298,39298,-0.03,-0.13,23.0489,"Jun 25, 18",2.313231336087163
2018-06-26,23,29580,29580,-0.02,-0.087,23.0052,"Jun 26, 18",2.310352768462413
2018-06-27,23.1,26985,26985,0.1,0.435,23.1199,"Jun 27, 18",2.324745606586163
2018-06-28,22.82,26992,26992,-0.28,-1.212,23.1045,"Jun 28, 18",2.2844456598396636
2018-06-29,23,13173,13173,0.18,0.789,23.0055,"Jun 29, 18",2.310352768462413
2018-07-02,23.05,21847,21847,0.05,0.217,22.9034,"Jul 2, 18",2.317549187524288
2018-07-03,23.31,7460,7460,0.26,1.128,23.2376,"Jul 3, 18",2.3549705666460365
2018-07-05,23.316,603,603,0.006,0.026,23.316,"Jul 5, 18",2.3558341369334617
2018-07-06,23.78,768,768,0.464,1.99,23.7733,"Jul 6, 18",2.4226169058276605
2018-07-09,22.58,3780,3780,-1.2,-5.046,22.58,"Jul 9, 18",2.2499028483426646
2018-07-10,22.8,55233,55233,0.22,0.974,22.9655,"Jul 10, 18",2.281567092214914
2018-07-11,22.8,199,199,0,0,,"Jul 11, 18",2.281567092214914
2018-07-12,23.11,49212,49212,0.31,1.36,22.9863,"Jul 12, 18",2.3261848903985376
2018-07-13,23.1,9225,9225,-0.01,-0.043,23.1063,"Jul 13, 18",2.324745606586163
2018-07-16,23.1,124700,124700,0,0,23.0525,"Jul 16, 18",2.324745606586163
2018-07-17,22.8,52169,52169,-0.3,-1.299,22.9485,"Jul 17, 18",2.281567092214914
2018-07-18,22.05,102170,102170,-0.75,-3.289,22.4463,"Jul 18, 18",2.1736208062867917
2018-07-19,22.35,79185,79185,0.3,1.361,22.2672,"Jul 19, 18",2.216799320658041
2018-07-20,21.28,4700,4700,-1.07,-4.787,21.4745,"Jul 20, 18",2.0627959527339197
2018-07-23,21.73,1788,1788,0.45,2.115,21.5239,"Jul 23, 18",2.127563724290793
2018-07-24,22.03,317,317,0.3,1.381,21.9004,"Jul 24, 18",2.170742238662042
2018-07-25,23.19,597,597,1.16,5.266,22.6198,"Jul 25, 18",2.3376991608975377
2018-07-26,22.78,448,448,-0.41,-1.768,22.8262,"Jul 26, 18",2.278688524590164
2018-07-27,22.99,35925,35925,0.21,0.922,23.0965,"Jul 27, 18",2.308913484650038
2018-07-30,23.7,90670,90670,0.71,3.088,23.7687,"Jul 30, 18",2.4111026353286604
2018-07-31,23.72,55990,55990,0.02,0.084,23.767,"Jul 31, 18",2.4139812029534102
2018-08-01,23.2,125596,125596,-0.52,-2.192,23.5657,"Aug 1, 18",2.339138444709912
2018-08-02,23.55,40421,40421,0.35,1.509,23.3737,"Aug 2, 18",2.389513378143036
2018-08-03,23.1,325964,325964,-0.45,-1.911,23.2663,"Aug 3, 18",2.324745606586163
2018-08-06,23.17,150200,150200,0.07,0.303,23.2356,"Aug 6, 18",2.334820593272788
2018-08-07,22.6,240599,240599,-0.57,-2.46,22.8264,"Aug 7, 18",2.252781415967415
2018-08-08,23.23,275598,275598,0.63,2.788,23.1395,"Aug 8, 18",2.3434562961470373
2018-08-09,23.35,175745,175745,0.12,0.517,23.0683,"Aug 9, 18",2.360727701895537
2018-08-10,23.65,193372,193372,0.3,1.285,23.4521,"Aug 10, 18",2.4039062162667855
2018-08-13,24.29,52170,52170,0.64,2.706,23.5561,"Aug 13, 18",2.4960203802587833
2018-08-14,24.05,177236,177236,-0.24,-0.988,24.1102,"Aug 14, 18",2.4614775687617843
2018-08-15,22.65,274696,274696,-1.4,-5.821,23.2606,"Aug 15, 18",2.2599778350292894
2018-08-16,22.234,239756,239756,-0.416,-1.837,22.2636,"Aug 16, 18",2.200103628434491
2018-08-17,22.86,168444,168444,0.626,2.816,22.8543,"Aug 17, 18",2.2902027950891637
2018-08-20,22.95,212682,212682,0.09,0.394,22.7838,"Aug 20, 18",2.3031563494005383
2018-08-21,23.24,269054,269054,0.29,1.264,23.2982,"Aug 21, 18",2.344895579959412
2018-08-22,23.85,281737,281737,0.61,2.625,23.7769,"Aug 22, 18",2.4326918925142853
2018-08-23,24.53,222223,222223,0.68,2.851,24.1318,"Aug 23, 18",2.5305631917557827
2018-08-24,24.95,209350,209350,0.42,1.712,24.5636,"Aug 24, 18",2.591013111875531
2018-08-27,24.26,479597,479597,-0.69,-2.766,24.3434,"Aug 27, 18",2.4917025288216585
2018-08-28,24.3,280160,280160,0.04,0.165,24.4317,"Aug 28, 18",2.497459664071158
2018-08-29,23.81,176248,176248,-0.49,-2.016,23.8906,"Aug 29, 18",2.426934757264785
2018-08-30,23.35,53680,53680,-0.46,-1.932,23.4226,"Aug 30, 18",2.360727701895537
2018-08-31,23.42,126820,126820,0.07,0.3,23.4569,"Aug 31, 18",2.370802688582162
2018-09-04,24.16,164744,164744,0.74,3.16,24.1907,"Sep 4, 18",2.4773096906979086
2018-09-05,26.41,30442,30442,2.25,9.313,25.9991,"Sep 5, 18",2.801148548482275
2018-09-06,26.48,10487,10487,0.07,0.265,26.1966,"Sep 6, 18",2.8112235351689
2018-09-07,27.37,7751,7751,0.89,3.361,27.198,"Sep 7, 18",2.9393197944702716
2018-09-10,25.84,116425,116425,-1.53,-5.59,25.9779,"Sep 10, 18",2.7191093711769025
2018-09-11,24.97,67687,67687,-0.87,-3.367,25.5365,"Sep 11, 18",2.5938916795002807
2018-09-12,24.74,18705,18705,-0.23,-0.921,24.5306,"Sep 12, 18",2.560788151815656
2018-09-13,24.66,8011,8011,-0.08,-0.323,24.5592,"Sep 13, 18",2.549273881316657
2018-09-14,24.64,138,138,-0.02,-0.081,24.64,"Sep 14, 18",2.546395313691907
2018-09-17,24.83,563,563,0.19,0.771,24.9357,"Sep 17, 18",2.573741706127031
2018-09-18,23.73,500,500,-1.1,-4.43,23.926,"Sep 18, 18",2.4154204867657856
2018-09-19,23.35,637,637,-0.38,-1.601,23.404,"Sep 19, 18",2.360727701895537
