date,Perth Mint Spot
18/07/16,1328.73
19/07/16,1329.31
20/07/16,1328.4
21/07/16,1318.31
22/07/16,1328.81
25/07/16,1319.06
26/07/16,1317.91
27/07/16,1315.6
28/07/16,1338.3
29/07/16,1338.13
1/8/2016,1346.25
2/8/2016,1355.3
3/8/2016,1360.96
4/8/2016,1354.36
5/8/2016,1359.85
8/8/2016,1333.37
9/8/2016,1332.26
10/8/2016,1350.6
11/8/2016,1343.21
12/8/2016,1335.96
15/08/16,1337.57
16/08/16,1345.99
17/08/16,1342.9
18/08/16,1351.23
19/08/16,1347.02
22/08/16,1333.86
23/08/16,1336.7
24/08/16,1334.8
25/08/16,1322.69
26/08/16,1321.31
29/08/16,1315.76
30/08/16,1319.6
31/08/16,1310.96
1/9/2016,1306.78
2/9/2016,1310.1
5/9/2016,1322.11
6/9/2016,1325.09
7/9/2016,1347.8
8/9/2016,1344.61
9/9/2016,1334.51
12/9/2016,1325.8
13/09/16,1327.05
14/09/16,1318.5
15/09/16,1321.06
16/09/16,1313.87
19/09/16,1312.94
20/09/16,1312.03
21/09/16,1315.71
22/09/16,1330.15
23/09/16,1333.1
27/09/16,1334.46
28/09/16,1322.86
29/09/16,1321.26
30/09/16,1322.39
3/10/2016,1314.86
4/10/2016,1307.85
5/10/2016,1269.92
6/10/2016,1264.98
7/10/2016,1252.98
10/10/2016,1259.62
11/10/2016,1257.07
12/10/2016,1253.5
13/10/16,1256.67
14/10/16,1253.71
17/10/16,1251.71
18/10/16,1257.71
19/10/16,1259.73
20/10/16,1268.44
21/10/16,1262.24
24/10/16,1262.31
25/10/16,1265.05
26/10/16,1271.58
27/10/16,1264.6
28/10/16,1267.37
31/10/16,1275.01
1/11/2016,1276.06
2/11/2016,1293.18
3/11/2016,1301.96
4/11/2016,1299.2
7/11/2016,1289.82
8/11/2016,1281
9/11/2016,1332
10/11/2016,1285.25
11/11/2016,1260
14/11/16,1224.05
15/11/16,1224.9
16/11/16,1228.38
17/11/16,1225.46
18/11/16,1212.96
21/11/16,1211.91
22/11/16,1217.8
23/11/16,1211.96
24/11/16,1185.51
25/11/16,1189.06
28/11/16,1193.9
29/11/16,1191.76
30/11/16,1191.51
1/12/2016,1173.88
2/12/2016,1173.95
5/12/2016,1178.31
6/12/2016,1171.71
7/12/2016,1167.38
8/12/2016,1175.54
9/12/2016,1167.4
12/12/2016,1157.43
13/12/16,1161.93
14/12/16,1160.2
15/12/16,1141.08
16/12/16,1131.76
19/12/16,1138.51
20/12/16,1136.66
21/12/16,1134.42
22/12/16,1129.86
23/12/16,1129.01
28/12/16,1141.77
29/12/16,1147.2
30/12/16,1159.96
3/1/2017,1156.16
4/1/2017,1160.36
5/1/2017,1174.56
6/1/2017,1177.44
9/1/2017,1175.78
10/1/2017,1183.78
11/1/2017,1188.4
12/1/2017,1200.88
13/01/17,1193.78
16/01/17,1203.01
17/01/17,1210.62
18/01/17,1213.46
19/01/17,1201.64
20/01/17,1205.38
23/01/17,1215.46
24/01/17,1215.7
25/01/17,1206.95
27/01/17,1185.9
30/01/17,1192.54
31/01/17,1199.41
1/2/2017,1209.3
2/2/2017,1214.22
3/2/2017,1213.03
6/2/2017,1222.38
7/2/2017,1232.3
8/2/2017,1234.7
9/2/2017,1240.01
10/2/2017,1224.4
13/02/17,1229.2
14/02/17,1227.29
15/02/17,1226.3
16/02/17,1232.81
17/02/17,1235.84
20/02/17,1233.3
21/02/17,1234.62
22/02/17,1234.86
23/02/17,1235.26
24/02/17,1252.13
27/02/17,1255.86
28/02/17,1251.32
1/3/2017,1245.78
2/3/2017,1245.41
3/3/2017,1232.4
6/3/2017,1234.01
7/3/2017,1223.9
8/3/2017,1215.2
9/3/2017,1205.5
10/3/2017,1197.9
13/03/17,1208.21
14/03/17,1201.61
15/03/17,1201.28
16/03/17,1224.12
17/03/17,1225.31
20/03/17,1231.75
21/03/17,1232.4
22/03/17,1245.07
23/03/17,1245.8
24/03/17,1243.11
27/03/17,1255.9
28/03/17,1251.66
29/03/17,1250.51
30/03/17,1250.6
31/03/17,1241
3/4/2017,1246.11
4/4/2017,1256.1
5/4/2017,1254.05
6/4/2017,1255.51
7/4/2017,1265.94
10/4/2017,1252.11
11/4/2017,1254.81
12/4/2017,1276.8
13/04/17,1284.8
14/04/17,1283.75
17/04/17,1291.6
18/04/17,1282.3
19/04/17,1286.46
20/04/17,1279.18
21/04/17,1279.02
24/04/17,1274.61
25/04/17,1274.7
26/04/17,1262.51
27/04/17,1265.92
28/04/17,1264.51
1/5/2017,1267.76
2/5/2017,1254.59
3/5/2017,1253.99
4/5/2017,1237.99
5/5/2017,1231.2
8/5/2017,1231.8
9/5/2017,1226
10/5/2017,1221.06
11/5/2017,1219.66
12/5/2017,1226.03
15/05/17,1230.01
16/05/17,1232.85
17/05/17,1241.31
18/05/17,1259.1
19/05/17,1249.11
22/05/17,1254.47
23/05/17,1260.66
24/05/17,1250.4
25/05/17,1256.58
26/05/17,1260.52
29/05/17,1265.1
30/05/17,1267.74
31/05/17,1260.9
1/6/2017,1266.91
2/6/2017,1263.01
5/6/2017,1278.95
6/6/2017,1286.83
7/6/2017,1291.68
8/6/2017,1286.24
9/6/2017,1277.33
12/6/2017,1267.61
13/06/17,1264.03
14/06/17,1266.75
15/06/17,1262.9
16/06/17,1252.22
19/06/17,1252.48
20/06/17,1244.56
21/06/17,1244.25
22/06/17,1250.91
23/06/17,1254.2
26/06/17,1254.67
27/06/17,1248.96
28/06/17,1250.88
29/06/17,1250.24
30/06/17,1244.99
3/7/2017,1239.01
4/7/2017,1222.64
5/7/2017,1225.74
6/7/2017,1224.86
7/7/2017,1222.26
10/7/2017,1210.97
11/7/2017,1211.81
12/7/2017,1217.7
13/07/17,1221.04
14/07/17,1216.5
17/07/17,1228.59
18/07/17,1235.34
19/07/17,1240.19
20/07/17,1239.1
21/07/17,1245.44
24/07/17,1253.31
25/07/17,1254.01
26/07/17,1246.61
27/07/17,1261.45
28/07/17,1257.75
31/07/17,1267.4
1/8/2017,1267.73
2/8/2017,1266.01
3/8/2017,1262.06
4/8/2017,1267.11
7/8/2017,1256.04
8/8/2017,1258.3
9/8/2017,1265.6
10/8/2017,1276.58
11/8/2017,1285.41
14/08/17,1286.86
15/08/17,1278
16/08/17,1270.97
17/08/17,1286.56
18/08/17,1292.9
21/08/17,1285.8
22/08/17,1288.5
23/08/17,1283.89
24/08/17,1287.86
25/08/17,1285.23
28/08/17,1295.42
29/08/17,1322.06
30/08/17,1310.71
31/08/17,1305.99
1/9/2017,1319.07
4/9/2017,1335.26
5/9/2017,1334.78
6/9/2017,1339.15
7/9/2017,1336.31
8/9/2017,1352.65
11/9/2017,1336.19
12/9/2017,1325.95
13/09/17,1330.2
14/09/17,1321.7
15/09/17,1331
18/09/17,1316.45
19/09/17,1306.29
20/09/17,1311.31
21/09/17,1298.75
22/09/17,1295.21
25/09/17,1290.96
26/09/17,1310.4
27/09/17,1292.86
28/09/17,1281.46
29/09/17,1285.41
2/10/2017,1275.2
3/10/2017,1269.25
4/10/2017,1273.8
5/10/2017,1275.65
6/10/2017,1266.64
9/10/2017,1282.16
10/10/2017,1286.47
11/10/2017,1287.7
12/10/2017,1293.91
13/10/17,1294.16
16/10/17,1302.39
17/10/17,1293.33
18/10/17,1284.9
19/10/17,1283.01
20/10/17,1287.88
23/10/17,1274.37
24/10/17,1280.2
25/10/17,1274.18
26/10/17,1279.5
27/10/17,1265.59
30/10/17,1270.19
31/10/17,1274.7
1/11/2017,1273.21
2/11/2017,1277.96
3/11/2017,1275.31
6/11/2017,1269.19
7/11/2017,1279.16
8/11/2017,1276.58
9/11/2017,1281.8
10/11/2017,1284.01
13/11/17,1274.77
14/11/17,1275.11
15/11/17,1284.35
16/11/17,1276.61
17/11/17,1280.73
20/11/17,1290.6
21/11/17,1277.66
22/11/17,1282.79
23/11/17,1288.91
24/11/17,1289.98
27/11/17,1289.34
28/11/17,1292.71
29/11/17,1293.47
30/11/17,1282.14
1/12/2017,1274.11
4/12/2017,1272.97
5/12/2017,1274.06
6/12/2017,1266.06
7/12/2017,1261.14
8/12/2017,1246.91
11/12/2017,1247.1
12/12/2017,1242.81
13/12/17,1241.57
14/12/17,1256.11
15/12/17,1254.59
18/12/17,1254.54
19/12/17,1262.07
20/12/17,1261.7
21/12/17,1265.1
22/12/17,1265.5
26/12/17,1276.31
27/12/17,1283.08
28/12/17,1290.48
29/12/17,1293.5
2/1/2018,1307.73
3/1/2018,1317.81
4/1/2018,1310.5
5/1/2018,1320.38
8/1/2018,1318.36
9/1/2018,1318.08
10/1/2018,1311.5
11/1/2018,1317.46
12/1/2018,1326.96
15/01/18,1341.49
16/01/18,1338.7
17/01/18,1341.14
18/01/18,1325.76
19/01/18,1334.72
22/01/18,1331.96
23/01/18,1334.55
24/01/18,1344.51
25/01/18,1362.24
26/01/18,1352.71
29/01/18,1348.45
30/01/18,1338.45
31/01/18,1341.63
1/2/2018,1343.37
2/2/2018,1346.45
5/2/2018,1332.48
6/2/2018,1342.24
7/2/2018,1328.3
8/2/2018,1315.74
9/2/2018,1319.62
12/2/2018,1322.94
13/02/18,1325.76
14/02/18,1334.13
15/02/18,1354.16
16/02/18,1357.3
19/02/18,1347.79
20/02/18,1343.81
21/02/18,1327.01
22/02/18,1324.15
23/02/18,1329.06
26/02/18,1337.24
27/02/18,1333.49
28/02/18,1316.07
1/3/2018,1315.4
2/3/2018,1315.94
5/3/2018,1324.46
6/3/2018,1320.99
7/3/2018,1336.41
8/3/2018,1325.79
9/3/2018,1318.24
12/3/2018,1321.31
13/03/18,1322.56
14/03/18,1326.51
15/03/18,1324.46
16/03/18,1315.99
19/03/18,1310.5
20/03/18,1314.59
21/03/18,1314.28
22/03/18,1331.15
23/03/18,1340.26
26/03/18,1346.2
27/03/18,1352.6
28/03/18,1343.8
29/03/18,1325.41
30/03/18,1321.5
2/4/2018,1329.62
3/4/2018,1339.05
4/4/2018,1341.51
5/4/2018,1331.81
6/4/2018,1330.2
9/4/2018,1330.51
10/4/2018,1334.9
11/4/2018,1342.42
12/4/2018,1350.5
13/04/18,1338.31
16/04/18,1345.51
17/04/18,1346.11
18/04/18,1344.24
19/04/18,1350.8
20/04/18,1342.81
23/04/18,1332.26
24/04/18,1324.58
25/04/18,1328.7
26/04/18,1322.3
27/04/18,1315.57
30/04/18,1322.12
1/5/2018,1313.38
2/5/2018,1307.9
3/5/2018,1307.81
4/5/2018,1311.25
7/5/2018,1315.7
8/5/2018,1313.25
9/5/2018,1314.06
10/5/2018,1312.48
11/5/2018,1320.72
14/05/18,1319.31
15/05/18,1311.91
16/05/18,1293
17/05/18,1290.53
18/05/18,1288.1
21/05/18,1288.1
22/05/18,1291.28
23/05/18,1291.04
24/05/18,1294.14
25/05/18,1302.59
28/05/18,1297.18
29/05/18,1301.61
30/05/18,1299.6
31/05/18,1303.04
1/6/2018,1297.47
4/6/2018,1291.18
5/6/2018,1290.45
6/6/2018,1295.77
7/6/2018,1295.7
8/6/2018,1296.04
11/6/2018,1298.14
12/6/2018,1296.86
13/06/18,1293.28
14/06/18,1300.32
15/06/18,1300.16
18/06/18,1279.8
19/06/18,1281.32
20/06/18,1272.22
21/06/18,1266.95
22/06/18,1267.51
25/06/18,1268.9
26/06/18,1264.14
27/06/18,1256.2
28/06/18,1251.04
29/06/18,1249
2/7/2018,1250.86
3/7/2018,1242.73
4/7/2018,1258.18
5/7/2018,1254.48
6/7/2018,1255.13
9/7/2018,1259.14
10/7/2018,1257.01
11/7/2018,1253.47
12/7/2018,1243.07
13/07/18,1244.3
16/07/18,1242.41
17/07/18,1241.91
18/07/18,1225.76
19/07/18,1224.74
20/07/18,1221.18
23/07/18,1231.1
24/07/18,1221.9
25/07/18,1226.01
26/07/18,1230.72
27/07/18,1221.86
30/07/18,1220.13
31/07/18,1220.21
1/8/2018,1221.11
2/8/2018,1217.79
3/8/2018,1207.25
6/8/2018,1214.74
7/8/2018,1211.61
8/8/2018,1212.21
9/8/2018,1212.49
10/8/2018,1210.38
13/08/18,1209.85
14/08/18,1193.13
15/08/18,1191.11
16/08/18,1178.03
17/08/18,1175.22
20/08/18,1185.8
21/08/18,1193.05
22/08/18,1193.82
23/08/18,1193.61
24/08/18,1188.21
27/08/18,1205.26
28/08/18,1210.26
29/08/18,1202.18
30/08/18,1204.52
31/08/18,1205.37
3/9/2018,1200.69
4/9/2018,1198.55
5/9/2018,1192.14
6/9/2018,1200.65
7/9/2018,1200.23
10/9/2018,1193.39
11/9/2018,1193.45
12/9/2018,1195.01
13/09/18,1204.06
14/09/18,1205.38
17/09/18,1194.5
18/09/18,1196.91
19/09/18,1201.41
20/09/18,1203.77
21/09/18,1206.85
25/09/18,1197.58
26/09/18,1199.5
27/09/18,1195.56
28/09/18,1182.49
1/10/2018,1188.01
2/10/2018,1190.76
3/10/2018,1205.16
4/10/2018,1197.72
5/10/2018,1196.94
8/10/2018,1200.81
9/10/2018,1188.41
10/10/2018,1187.93
11/10/2018,1195.76
12/10/2018,1220.72
15/10/18,1227.46
16/10/18,1226.87
17/10/18,1224.74
18/10/18,1221.14
19/10/18,1226.34
22/10/18,1225.74
23/10/18,1233.16
24/10/18,1230.7
25/10/18,1235.06
26/10/18,1235.04
29/10/18,1232.3
30/10/18,1227.65
31/10/18,1220.08
1/11/2018,1223.55
2/11/2018,1231.65
5/11/2018,1231.31
6/11/2018,1231.71
7/11/2018,1228.97
8/11/2018,1224.11
9/11/2018,1220.45
12/11/2018,1208.51
13/11/18,1202.29
14/11/18,1201.36
15/11/18,1210.76
16/11/18,1213.01
19/11/18,1219.96
20/11/18,1222.75
21/11/18,1221.77
22/11/18,1225.38
23/11/18,1225.82
26/11/18,1224.36
27/11/18,1220.55
28/11/18,1212.8
29/11/18,1223.29
30/11/18,1222.59
3/12/2018,1229.26
4/12/2018,1236.14
5/12/2018,1235.91
6/12/2018,1237.76
7/12/2018,1237.61
10/12/2018,1247.06
11/12/2018,1245.98
12/12/2018,1242.84
13/12/18,1243.67
14/12/18,1239.81
17/12/18,1236.4
18/12/18,1246.02
19/12/18,1248.6
20/12/18,1246.56
21/12/18,1259.53
24/12/18,1261.61
25/12/18,1265.99
26/12/18,1271.58
27/12/18,1269.13
28/12/18,1278.82
31/12/18,1278.21
1/1/2019,1279.67
2/1/2019,1285.57
3/1/2019,1289.64
4/1/2019,1295.33
7/1/2019,1288.94
8/1/2019,1286.37
9/1/2019,1283.54
10/1/2019,1294.45
11/1/2019,1291.21
14/01/19,1291.11
15/01/19,1290.62
16/01/19,1289.19
17/01/19,1292.51
18/01/19,1289.56
21/01/19,1280.94
22/01/19,1282.1
23/01/19,1283.94
24/01/19,1281.84
25/01/19,1281.8
28/01/19,1300.64
29/01/19,1305.93
30/01/19,1312.2
31/01/19,1318.42
