"","x"
"LAND",0.00343807234106883
"MUS",0.00448148804710896
"ABB",-0.000206764465541603
"HMSY",0.0147424247945499
"CNC",0.0246956692394513
"FRAN",-0.0382936531317543
"JXI",0.00568583326799142
"FANH",0.0261751590792714
"BAS",-0.0961127139021769
"CPTA",-0.00187903854177594
"MCA",0.00375911075983086
"GFF",0.0125205689135528
"OSPN",0.0240462233735809
"AWSM",-0.0320326046475569
"GPOR",-0.0305893276700296
"SPDW",0.00280077489121633
"RGT",0.00358770399799799
"QRTEA",0.0082681225501974
"CATY",0.00980193983065251
"BIB",0.00924686981420409
"KYN",-0.00359872519395879
"ETR",0.0107062099775523
"SPHB",0.00700007510238437
"ELMD",0.0294986573694613
"CECO",0.0229624687429807
"NTRS",0.0090399139745923
"ASYS",-0.00691043925529733
"GTXI",-0.00999341371384959
"HON",0.0108662217447394
"ISRG",0.0240247651158727
"ENT",-0.0201413096082434
"HELE",0.0102915283992866
"RST",0.00988016879792054
"HCCI",0.00969922876682672
"TEUM",-0.00858475492975096
"PZD",0.00586173751716347
"SMSI",-0.0104215772311809
"FPA",0.00435399331558732
"BNDX",0.00304324335132104
"QDF",0.00776242364416658
"DVN",-0.00567635091372225
"ALSK",0.00164452048853948
"REM",0.0064702743625416
"WFC.R",0.00543625442669498
"TTGT",0.0192557646061728
"HSON",-0.0102167941371133
"SPTS",0.000740556712952801
"IGN",0.00945397125340787
"FLNT",0.00930440794318169
"IWX",0.00689915464217939
"ECH",0.00299458956109143
"DVAX",0.00344238091099211
"CHFS",-0.107988989736611
"ESI",-0.00398955519256342
"RING",0.000379363703451194
"SCOR",-0.000834387881242959
"ARR.B",0.00791111628317591
"BHR",0.00371463050609403
"JPI",0.00660563813919433
"INWK",-0.00369299589004647
"STAA",0.0239130399514045
"IXP",0.00200484446753732
"LB",-0.00459891373595749
"USLV",0.0763078939220313
"IUSV",0.00677923090154712
"MRVL",0.00772645931677932
"MFA",0.00790314822584883
"PSR",0.00781960146796909
"VVUS",-0.0259896262796472
"DKL",0.00806820985655855
"F",-0.00344631316088363
"ABUS",-0.00771161328861004
"VVR",0.00265294699534668
"MSA",0.014035769434828
"RPT",0.000606800422615689
"CHK.D",0.013794164861694
"AOA",0.00519968467375024
"CHN",0.00749317830334526
"JPXN",0.00518105255159665
"MRC",-0.00143265091257289
"GEO",0.0101784957097551
"EOD",0.00238828312897625
"CHKR",-0.00981417691856381
"ATI",0.00467102428369515
"POOL",0.0182334215685922
"HFWA",0.0139866556144364
"CDMO",-0.00645523124893061
"FGM",0.00233260248536424
"PLW",0.00256495054316191
"GAL",0.00394778562408751
"WCC",-0.00482963780942016
"IFN",0.0109181151819057
"EGPT",-0.00853224755908599
"PHK",0.00565039787710394
"GLV",0.00349200708496788
"RF.A",0.00621321294884572
"CCIH",-0.0336324118707443
"ERX",-0.0105464846917148
"CHT",0.00567415186632417
"HRL",0.0126441938333557
"BR",0.0193371686239598
"MEOH",0.00362032778858748
"IWP",0.00871849871341734
"IDE",0.00438615580848785
"HIX",0.00226916350601214
"TWO",0.00347288850368717
"GALT",0.0126110882848529
"VNQ",0.00694952072513457
"GTIM",0.00459357468692438
"LAD",0.00886814965111524
"CPK",0.0156288798902662
"IJS",0.00723047879127626
"PSK",0.0049093215751641
"SNPS",0.0169904311031271
"FFIN",0.015345557270955
"CHGG",0.035188785119952
"GHM",-0.00364590529681588
"MET",0.00353399766907188
"MCF",-0.0288925298990657
"SOHO",0.00715927352823558
"NVG",0.00682110730364439
"TAO",0.0119123509041567
"RVT",0.00667511573129002
"MIDD",0.00679750461540549
"EWC",0.00179388441683818
"EFG",0.00341767612313614
"HIIQ",0.0356746247654153
"STML",-0.00129472026596708
"GCC",-0.00729032734222631
"SPTL",0.00378425661202814
"MIDZ",-0.0247337870056739
"GM",0.00702813978961014
"PLD",0.0125541613456264
"PEJ",0.00455880231763507
"SUNS",0.00671495821830257
"CYRN",-0.00136910401675624
"NHC",0.00954981245828205
"BECN",0.00173684995729932
"WEC",0.0122767878855536
"ETJ",0.00484821194342883
"PCEF",0.00467683100160931
"BSCK",0.00209728868667449
"HCI",0.00829929893840597
"AGYS",0.00857075523773862
"MUC",0.0037484468110379
"NGS",-0.00535819446593627
"DUC",0.0016032077983818
"IOVA",0.0166530355687148
"JWN",0.00011494513372429
"CEV",0.00401952172586701
"ODP",0.00637703990276053
"SYMC",0.00899280762354759
"VSEC",0.0104972411230319
"AHT.D",0.00686426270213365
"CZNC",0.00913986188681384
"SOXS",-0.0610539783307099
"PRGX",0.00799967084363408
"TDS",0.00837975548511906
"IYW",0.0133507168498939
"FUND",0.00452765683778374
"MDSO",0.00684152477681173
"EWO",0.00355804261320019
"AIV",0.0114793265794772
"UPW",0.0156763167418678
"UIHC",0.00662738925519916
"XONE",-0.0109044304304594
"IDLV",0.00361849118178836
"ATRI",0.0174081491149082
"HSII",0.0203345842161811
"NAN",0.00414824776309817
"OLED",0.03397917350646
"AXGN",0.0372271651483337
"FRBK",0.0117543834505031
"STFC",0.0100592983038859
"GSBC",0.0143919218724902
"CPSI",-0.0059120791146234
"IWR",0.00738151457471146
"IWN",0.00581579503541533
"GPX",-0.00571239271449671
"BTA",0.00650697870946351
"BKN",0.00542637899732562
"PYN",0.00677571805465473
"BVSN",-0.0312317775117598
"LKFN",0.0128069681529246
"HCFT",-0.00268805603050601
"XOP",-0.00943222154383345
"CORP",0.00259999573024985
"DPZ",0.0218850355758
"WTR",0.0088240643257419
"VCV",0.00552944343662753
"RY",0.0072464919309042
"SHYD",0.0018913042762951
"NUV",0.00391921062573431
"SLY",0.0081816117800207
"EPAY",0.00845325374733461
"CENT",0.0275934554192147
"CGA",-0.0246804291650813
"ACAD",0.0101786467721581
"RRGB",-0.0100641043358932
"TDJ",0.00507942332833758
"ABC",0.0066944015016029
"AKAM",0.00529144212989261
"SNV",0.011034351382516
"STAG",0.00901501308909144
"TRMB",0.00347647253423305
"OSBC",0.0203937398832739
"CUK",0.00928656562500016
"INGN",0.0359055119855935
"ZROZ",0.00609518352644904
"TARO",0.0027686349355066
"ARC",-0.0116001989113043
"SKY",0.0376379588739904
"BBT.F",0.00808153019924364
"AGIO",0.017471932396519
"PNR",-0.00622393082367209
"QADA",0.0172253625961847
"ICLN",0.000957526202766161
"VEA",0.00289052729023136
"EVM",0.00432270671064135
"MRO",-0.00266464016492388
"ALL",0.0113188365308091
"LUB",-0.0213749200131229
"TSCO",0.0078989155176292
"FLXN",0.0058339789546346
"FVE",-0.019196282553652
"ROL",0.0203350703890889
"HRTX",0.0259656579015979
"TVC",0.00511009989213016
"IRM",0.0126718892074572
